# PathPlanner CSV Format:
# timeSeconds, xPositionMeters, yPositionMeters, headingDegrees, velocityMetersPerSecond, accelerationMetersPerSecondSq, curvatureRadPerMeter, holonomicRotationDegrees, angularVelocityDegreesPerSec, holonomicAngularVelocityDegreesPerSec
 0.0,6.62,4.62,-102.97307139460283,0,3.0,-0.5467535629384412,0.0,0.0,-0.0720101339460777
 0.09848168415330827,6.616734082902677,4.605823363659744,-102.97307139460283,0.29544505245992475,2.9999999999999996,-0.5467535629384412,-0.007091679267115047,-11.185440465859866,-0.5230099219845064
 0.13915761982630406,6.613366995549876,4.591720439545377,-103.42804965146628,0.41747285947891216,3.000000000000001,-0.5478400269377383,-0.028365597210095378,-14.594051184032075,-1.138724134028311
 0.17029140909198445,6.609899649485894,4.57769108380383,-103.88241776556248,0.5108742272759533,3.0,-0.5488338016118179,-0.0638183944306772,-17.32815977706858,-1.895361641015774
 0.19647431636234922,6.606332956255028,4.563735152582036,-104.33611936617153,0.5894229490870476,3.0,-0.5497348884833211,-0.1134444725211996,-19.684238986038682,-2.7720644776443577
 0.21948659581757213,6.602667827401574,4.5498525020269245,-104.78909857458164,0.6584597874527164,3.0000000000000013,-0.5505433773955802,-0.17723599494864808,-21.786934666797414,-3.755458550395899
 0.24024222187428224,6.598905174469831,4.536042988285427,-105.24130004344767,0.7207266656228467,3.0,-0.5512594458497244,-0.25518288829214,-23.703253795950246,-4.836025117537658
 0.25928471096465555,6.595045909004095,4.522306467504476,-105.69266899526339,0.7778541328939665,2.9999999999999942,-0.5518833578763855,-0.34727284383362217,-25.47419894263895,-6.006519665837625
 0.2769685747622026,6.591090942548662,4.508642795831001,-106.14315125971663,0.8309057242866077,3.0,-0.5524154629239812,-0.45349131950158256,-27.127007790868905,-7.261164747427769
 0.2935403269330136,6.587041186647829,4.495051829411935,-106.59269330996257,0.8806209807990407,3.0000000000000067,-0.5528561944625087,-0.5738215421673848,-28.680841606566283,-8.59519018468712
 0.30917965139683373,6.582897552845894,4.481533424394208,-107.0412422977431,0.9275389541905011,2.9999999999999964,-0.553206068527061,-0.708244510293949,-30.149765550002723,-10.004549821239635
 0.32402234689994824,6.578660952687154,4.468087436924754,-107.48874608729209,0.9720670406998446,2.9999999999999964,-0.553465681928316,-0.8567389969363476,-31.54444968041977,-11.48573651177377
 0.3381740346032796,6.574332297715905,4.4547137231505,-107.93515328794284,1.0145221038098386,2.999999999999996,-0.5536357105449304,-1.0192815530937205,-32.87320466163978,-13.035655668775643
 0.35171880464054006,6.569912499476446,4.441412139218381,-108.38041328547256,1.0551564139216199,2.9999999999999876,-0.5537169073001883,-1.1958465114121972,-34.14264522207606,-14.651535649959975
 0.3647249142647135,6.565402469513071,4.428182541275326,-108.82447627209012,1.09417474279414,2.999999999999987,-0.5537100999891192,-1.3864059902380617,-35.35813295124802,-16.330862356046282
 0.37724868081931767,6.560803119370078,4.415024785468268,-109.26729327497821,1.1317460424579524,2.999999999999991,-0.5536161891604509,-1.5909298980205586,-36.524082020522656,-18.07133032031457
 0.38933722306668184,6.556115360591766,4.401938727944138,-109.70881618352949,1.1680116692000448,2.9999999999999956,-0.553436145718397,-1.8093859380637543,-37.64417633611521,-19.870805375683663
 0.40103044189550024,6.55134010472243,4.388924224849865,-110.14899777505832,1.2030913256865001,3.000000000000005,-0.5531710083986697,-2.0417396136264845,-38.72152758220902,-21.727295660361236
 0.4123624835629115,6.5464782633063665,4.375981132332383,-110.58779173904574,1.2370874506887337,2.9999999999999853,-0.5528218813281581,-2.2879542333698617,-39.7587926761632,-23.638928763036528
 0.4233628417596823,6.541530747887874,4.3631093065386235,-111.02515269995467,1.2700885252790461,3.0,-0.5523899312882126,-2.547990917151212,-40.758262649875554,-25.603933476165412
 0.43405720187694324,6.5364984700112485,4.350308603615516,-111.46103623848636,1.302171605630829,3.0000000000000053,-0.5518763850127454,-2.8218086021637174,-41.72193100399552,-27.62062506640472
 0.4444680975958372,6.531382341220787,4.337578879709992,-111.89539891135983,1.333404292787511,3.0,-0.5512825264519041,-3.109364049420726,-42.651547013713284,-29.687393269579204
 0.45461542843177294,6.526183273060787,4.324919990968984,-112.32819826957244,1.3638462852953182,3.0000000000000053,-0.5506096937706454,-3.4106118505836776,-43.548657819928884,-31.802692424227843
 0.46451687263493757,6.520902177075546,4.312331793539423,-112.7593928750992,1.393550617904812,3.0,-0.5498592766916802,-3.725504435132576,-44.41464205158998,-33.96503330352181
 0.4741882202179043,6.515539964809359,4.29981414356824,-113.18894231615317,1.4225646606537123,3.0000000000000115,-0.5490327132468783,-4.053992077877976,-45.25073692643651,-36.17297631016967
 0.4836436442339539,6.510097547806525,4.287366897202366,-113.61680722083133,1.4509309327018614,3.0000000000000235,-0.548131487082997,-4.396022906813148,-46.05806032243196,-38.42512577549414
 0.49289592375983726,6.5045758376113385,4.274989910588732,-114.04294926935448,1.4786877712795117,3.000000000000024,-0.5471571242590155,-4.751542911305245,-46.83762886543562,-40.720125160593206
 0.5019566287027595,6.4989757457680986,4.262683039874271,-114.46733120473029,1.5058698861082784,3.0000000000000124,-0.5461111903759773,-5.120495950624243,-47.59037288559523,-43.056653000049714
 0.5108362741360333,6.493298183821103,4.250446141205913,-114.88991684199165,1.5325088224080998,3.0,-0.5449952875151332,-5.502823762808189,-48.3171488496324,-45.43341946113306
 0.519544450094344,6.487544063314646,4.23827907073059,-115.31067107597815,1.5586333502830323,3.0000000000000253,-0.5438110511981535,-5.898465973863476,-49.01874975071412,-47.84916341615226
