# PathPlanner CSV Format:
# timeSeconds, xPositionMeters, yPositionMeters, headingDegrees, velocityMetersPerSecond, accelerationMetersPerSecondSq, curvatureRadPerMeter, holonomicRotationDegrees, angularVelocityDegreesPerSec, holonomicAngularVelocityDegreesPerSec
 0.0,1.7864479588608302,2.729502827426708,2.4440066479167113,0,3.0,-114.77204494806469,-0.5365299776424193,0.0,-1.1802151764688902
 0.005959946694678303,1.786501191841458,2.729505099508966,2.4440066479167113,0.017879840084034912,3.0000000000000004,-114.77204494806469,-0.5435639971824242,-128.8527853718822,-1.9244189004805654
 0.016924788009383785,1.7868775221143949,2.729511873083532,1.0311563033562197,0.05077436402815136,3.0,-3.601749053398343,-0.5646649450492136,-10.564112494811408,-3.3509389037448054
 0.027418725714422963,1.7875754391811993,2.7295230841420954,0.9202971649266428,0.08225617714326888,2.999999999999999,-0.8791214695937426,-0.5998294891585039,-4.154373118177786,-4.731303569144096
 0.037822325217877054,1.7885934325434314,2.7295386686763448,0.8770767308172054,0.11346697565363116,3.000000000000001,-0.3605249609511501,-0.649052076621142,-2.3473042352994358,-6.106623801609441
 0.048183673821362794,1.7899299917026503,2.729558562677968,0.8527554933568294,0.14455102146408838,3.0,-0.19155994707459206,-0.7123249346199607,-1.5882437134410763,-7.48220485168729
 0.05851660890530506,1.7915836061604151,2.729582702138654,0.8363442741683633,0.17554982671591515,2.999999999999998,-0.1190773003539495,-0.7896380716372033,-1.1988081220360587,-8.859476775388702
 0.0688266091130856,1.7935527654182857,2.7296110230500923,0.8239845621810826,0.20647982733925677,3.000000000000001,-0.08218204773506307,-0.8809792790322877,-0.9730653043491888,-10.238900625083316
 0.07911627377486839,1.7958359589778208,2.7296434614039704,0.8139720465053139,0.23734882132460516,3.0,-0.061056125170192176,-0.9863341329697133,-0.8309738915771578,-11.620597715273
 0.0893869901916452,1.7984316763405797,2.7296799531919773,0.8054373493151794,0.2681609705749356,3.0000000000000013,-0.04787127002079595,-1.1056859966967267,-0.73609389172914,-13.0045441371195
 0.09963956229781913,1.8013384070081226,2.729720434405802,0.7978904936133122,0.29891868689345735,2.999999999999996,-0.039083090448882696,-1.2390160231704659,-0.6698852437813274,-14.390644991518323
 0.10987448470404232,1.8045546404820079,2.7297648410371322,0.7910342701221365,0.32962345411212696,3.000000000000004,-0.03291437857166953,-1.3863031580341603,-0.622100166705419,-15.778767067945443
 0.12009207548368894,1.8080788662637952,2.729813109077658,0.7846779051947905,0.36027622645106677,2.9999999999999947,-0.028400296788963067,-1.5475241429417914,-0.5866978321160322,-17.16875481382161
 0.13029254594227638,1.8119095738550444,2.729865174519067,0.7786933112901736,0.3908776378268291,3.0000000000000027,-0.02498250541440996,-1.7226535192309096,-0.5599290219212978,-18.560438790891222
 0.14047603970777356,1.8160452527573139,2.729920973353048,0.7729912775863171,0.4214281191233206,2.9999999999999973,-0.022320480815569907,-1.9116636319428424,-0.5393664418191372,-19.953640449820792
 0.1506426558075783,1.8204843924721636,2.72998044157129,0.7675077460352243,0.45192796742273483,3.0,-0.020197231908829747,-2.1145246341897055,-0.5233822148295086,-21.348174972223983
 0.16079246289693563,1.8252254825011527,2.730043515165481,0.7621955175207042,0.4823773886908069,3.0000000000000027,-0.018469225014315045,-2.3312044918676254,-0.5108514403365364,-22.743853039493068
 0.17092550835969933,1.8302670123458409,2.7301101301273105,0.7570190366510557,0.512776525079098,3.0000000000000027,-0.017038408322726746,-2.561668988715225,-0.5009765634864276,-24.140481977173362
 0.18104182431530164,1.8356074715077866,2.730180222448466,0.7519509994484752,0.543125472945905,3.0000000000000053,-0.015835910110700666,-2.8058817317168336,-0.49317934533411156,-25.53786652105973
 0.19114143169322392,1.8412453494885501,2.7302537281206374,0.7469700816936999,0.5734242950796717,2.9999999999999916,-0.014812164402801807,-3.063804156849323,-0.487032280332958,-26.935809346355597
 0.20122434306337175,1.8471791357896903,2.7303305831355127,0.7420593783767018,0.6036730291901152,3.0,-0.013930712647398449,-3.335395535171826,-0.482213785621075,-28.334111443751596
 0.2112905646440875,1.8534073199127667,2.7304107234847805,0.7372053075613643,0.6338716939322624,2.9999999999999947,-0.013164211164548204,-3.620612979257323,-0.4784782083064166,-29.73257239415354
 0.2213400977536576,1.8599283913593385,2.73049408516013,0.7323968249647811,0.6640202932609728,3.0000000000000084,-0.012491811330979555,-3.919411449965059,-0.47563529514643743,-31.13099057462124
 0.231372939877296,1.8667408396309648,2.730580604153249,0.7276248511401467,0.694118819631888,3.0,-0.0118973500418953,-4.23174376355271,-0.47353585795604847,-32.529163316740515
 0.2413890854633987,1.8738431542292056,2.7306702164558265,0.722881847046619,0.7241672563901961,2.9999999999999947,-0.011368143766412523,-4.557560599127294,-0.4720615905896298,-33.92688703143257
 0.2513885265259369,1.8812338246556195,2.7307628580595518,0.7181614949936299,0.7541655795778107,3.0000000000000058,-0.010894093794102958,-4.8968105064334955,-0.4711177187727638,-35.32395730969235
 0.26137125310589404,1.8889113404117663,2.730858464956112,0.7134584556201482,0.7841137593176822,3.000000000000011,-0.01046707484992381,-5.249439913978232,-0.47062760209650073,-36.72016900586442
 0.27133725362875566,1.896874190999205,2.7309569731371974,0.7087681806915814,0.814011760886267,2.9999999999999942,-0.010080476838936288,-5.615393137490244,-0.4705287498027772,-38.115316307974425
 0.2812865151843704,1.9051208659194956,2.7310583185944957,0.7040867670903571,0.8438595455531114,3.0000000000000058,-0.009728876379064206,-5.9946123887132705,-0.4707697943183633,-39.50919279845612
